Sample.Name	sample_number	Cruise	Event	Order_Occ	Sta_ID	line	station	Cast_Type	Cardinal_Sta	Station_Notes	Bottle	Assoc_Bottle	Depthm	Bottle_Notes	NCOG_DNA	NCOG_RNA	DNA_VolFilt	RNA_VolFilt	Pump_Speed	DNA_RNA_Vol_Notes	Filt_Str	Filt_End	Date	Time	DateTime	Lat_Dec	Lon_Dec	Distance	NoCCSamples	DelDepth	CC_Depth	T_degC	Salnty	STheta	O2ml_L	PO4ug	SiO3ug	NO3ug	NH3ug	ChlorA	Phaeop	RecInd	Code_CCE	IntChl	IntC14	MLD_Sigma	NCDepth	Spike1	Spike8	depth_category
201604_090.0_053.0_55	NR0140	201604	NA	25	090.0 053.0	90	53	Prodo	TRUE		17	16	55		TRUE	TRUE	1.04	4.4	330		1045	1104	4/6/2016	16:25	4/6/16 16:25	32.65202	-119.48443	-101.0859985	2	0	55	15.31799984	33.4294014	24.69628906	5.730999947	0.349999994	2.380000114	0	0.02	0.458999991	0.150000006	3		26.89999962	300.8999939	15.67073962	58.9285715	1457426284	546347754	DCM
201604_090.0_053.0_170	NR0141	201604	NA	25	090.0 053.0	90	53	Prodo	TRUE		8	8	170		FALSE	TRUE		5.88	330		1045	1107	4/6/2016	16:25	4/6/16 16:25	32.65202	-119.48443	-101.0859985	1	-1	171	9.31400013	33.91279984	26.22293091	2.644000053	1.950000048	28.32999992	24.97999954	0	0.005	0.032000002	3		26.89999962	300.8999939	15.67073962	58.9285715	1457426284	546347754	Deep
201604_090.0_053.0_515	NR0142	201604	NA	25	090.0 053.0	90	53	Prodo	TRUE		1	1	515		FALSE	TRUE		5.63	330		1045	1108	4/6/2016	16:25	4/6/16 16:25	32.65202	-119.48443	-101.0859985	1	0	515	6.084000111	34.29999924	27.00057983	0.321999997	3.109999895	77.19000244	39.36000061	0.01	NA	NA	3		26.89999962	300.8999939	15.67073962	58.9285715	1457426284	546347754	Deep
201604_090.0_028.0_10	NR0143	201604	NA	31	090.0 028.0	90	28	Prodo	FALSE		16	15	10		TRUE	TRUE	0.5	2.23	330		1030	1048	4/7/2016	16:15	4/7/16 16:15	33.48472	-117.77987	-1.89199996	2	-1	11	15.27000046	33.53649902	24.78636932	6.265999794	0.370000005	3.529999971	0	0	1.781000018	0.518999994	3	SCB	49.5	907.2000122	10.28635534	12.84210529	1457426284	546347754	Surface
201604_090.0_028.0_18	NR0144	201604	NA	31	090.0 028.0	90	28	Prodo	FALSE		14	14	18		TRUE	TRUE	0.5	3.17	330		1030	1048	4/7/2016	16:15	4/7/16 16:15	33.48472	-117.77987	-1.89199996	2	0	18	13.97799969	33.51259995	25.04410934	5.383999825	0.74000001	4.75	3.799999952	1.450000048	2.035000086	0.579999983	3	SCB	49.5	907.2000122	10.28635534	12.84210529	1457426284	546347754	DCM
201604_090.0_028.0_170	NR0145	201604	NA	31	090.0 028.0	90	28	Prodo	FALSE		2	2	170		FALSE	TRUE		5.5	330		1030	1051	4/7/2016	16:15	4/7/16 16:15	33.48472	-117.77987	-1.89199996	1	0	170	9.413999557	34.22900009	26.45409012	1.296000004	2.470000029	37.20000076	28.26000023	0	0.009	0.090000004	3	SCB	49.5	907.2000122	10.28635534	12.84210529	1457426284	546347754	Deep
201607_090.0_110.0_17	NR0146	201607	NA	19	090.0 110.0	90	110	Prodo	FALSE		22	22	17		TRUE	TRUE	2.2	2.24	330		1018	1028	7/14/2016	15:41	7/14/16 15:41	30.74807	-123.33587	-328.5039978	2	0	17	18.92900085	33.34349823	23.77610016	5.401000023	0.289999992	1.519999981	0	0	0.081	0.015	3	Off	26.5	114.3000031	40.27372678	92.42825596	1457426284	546347754	DCM
201607_090.0_110.0_100	NR0147	201607	NA	19	090.0 110.0	90	110	Prodo	FALSE		13	12	100		TRUE	TRUE	2.2	2.15	330		1018	1028	7/14/2016	15:41	7/14/16 15:41	30.74807	-123.33587	-328.5039978	2	-1	101	13.21500015	33.27769852	25.02226067	5.234000206	0.680000007	4.920000076	4.53000021	0	0.338999987	0.358999997	3	Off	26.5	114.3000031	40.27372678	92.42825596	1457426284	546347754	DCM
201607_090.0_110.0_170	NR0148	201607	NA	19	090.0 110.0	90	110	Prodo	FALSE		8	8	170		FALSE	TRUE		5.53	330		1018	1042	7/14/2016	15:41	7/14/16 15:41	30.74807	-123.33587	-328.5039978	1	-1	171	9.404999733	33.66450119	26.01403046	3.381999969	1.730000019	21.97999954	22.25	0	0.009	0.027000001	3	Off	26.5	114.3000031	40.27372678	92.42825596	1457426284	546347754	Deep
201607_090.0_110.0_515	NR0149	201607	NA	19	090.0 110.0	90	110	Prodo	FALSE		1	1	515		FALSE	TRUE		3.47	330		1018	1031	7/14/2016	15:41	7/14/16 15:41	30.74807	-123.33587	-328.5039978	1	-1	516	5.802000046	34.23239899	26.98203087	0.40200001	3.109999895	77.37000275	40.63999939	0	NA	NA	3	Off	26.5	114.3000031	40.27372678	92.42825596	1457426284	546347754	Deep
201607_090.0_070.0_10	NR0150	201607	NA	23	090.0 070.0	90	70	Prodo	TRUE		23	22	10		TRUE	TRUE	2.2	4.38	330		1123	1141	7/15/2016	16:57	7/15/16 16:57	32.0864	-120.6376	-168.6690063	2	0	10	17.91200066	33.12889862	23.86277962	5.502999783	0.270000011	1.820000052	0	0	0.081	0.022	3	CC	24.39999962	171.3999939	25.97429972	88.45263163	1457426284	546347754	Surface
201607_090.0_070.0_85	NR0151	201607	NA	23	090.0 070.0	90	70	Prodo	TRUE		15	14	85		TRUE	TRUE	1.04	4.03	330		1123	1138	7/15/2016	16:57	7/15/16 16:57	32.0864	-120.6376	-168.6690063	2	1	84	14.07299995	33.22940063	24.80958939	5.592999935	0.439999998	3.119999886	0.529999971	0	0.328000009	0.419	3	CC	24.39999962	171.3999939	25.97429972	88.45263163	1457426284	546347754	DCM
201607_090.0_070.0_170	NR0152	201607	NA	23	090.0 070.0	90	70	Prodo	TRUE		8	8	170		FALSE	TRUE		5.92	330		1123	1146	7/15/2016	16:57	7/15/16 16:57	32.0864	-120.6376	-168.6690063	1	0	170	9.326999664	33.71269989	26.06425095	3.292999983	1.74000001	23.27000046	22.34000015	0	0.005	0.027000001	3	CC	24.39999962	171.3999939	25.97429972	88.45263163	1457426284	546347754	Deep
201607_090.0_070.0_515	NR0153	201607	NA	23	090.0 070.0	90	70	Prodo	TRUE		1	1	515		FALSE	TRUE		6	330		1123	1147	7/15/2016	16:57	7/15/16 16:57	32.0864	-120.6376	-168.6690063	1	-1	516	6.037000179	34.28839874	26.99731064	0.316000015	3.089999914	75.98999786	38.90999985	0	NA	NA	3	CC	24.39999962	171.3999939	25.97429972	88.45263163	1457426284	546347754	Deep
201607_090.0_037.0_8	NR0154	201607	NA	27	090.0 037.0	90	37	Prodo	TRUE		23	22	8		TRUE	TRUE	1.04	4.1	330		1133	1201	7/16/2016	16:57	7/16/16 16:57	33.19113	-118.382	-36.82500076	2	0	8	19.02899933	33.5367012	23.89763069	5.565999985	0.25999999	0.50999999	0	0.090000004	0.264999986	0.072999999	3	SCB	34.29999924	485.1000061	10.3689614	21.06358377	1457426284	546347754	Surface
201607_090.0_037.0_20	NR0155	201607	NA	27	090.0 037.0	90	37	Prodo	TRUE		20	19	20		TRUE	TRUE	0.5	3.88	330		1133	1157	7/16/2016	16:57	7/16/16 16:57	33.19113	-118.382	-36.82500076	2	0	20	14.61900043	33.40459824	24.82611084	6.085000038	0.370000005	1.830000043	0.540000021	0	0.82099998	0.275000006	3	SCB	34.29999924	485.1000061	10.3689614	21.06358377	1457426284	546347754	DCM
201607_090.0_037.0_170	NR0156	201607	NA	27	090.0 037.0	90	37	Prodo	TRUE		8	8	170		FALSE	TRUE		6	330		1133	1157	7/16/2016	16:57	7/16/16 16:57	33.19113	-118.382	-36.82500076	1	-1	171	8.821000099	34.02009964	26.38508987	2.318000078	2.079999924	32.40999985	27.19000053	0	0.009	0.057999998	3	SCB	34.29999924	485.1000061	10.3689614	21.06358377	1457426284	546347754	Deep
201607_090.0_037.0_515	NR0157	201607	NA	27	090.0 037.0	90	37	Prodo	TRUE		1	1	515		FALSE	TRUE		5.9	330		1133	1556	7/16/2016	16:57	7/16/16 16:57	33.19113	-118.382	-36.82500076	1	-1	516	6.013000011	34.31940079	27.02481079	0.272000015	3.119999886	77.58000183	39.22000122	0	NA	NA	3	SCB	34.29999924	485.1000061	10.3689614	21.06358377	1457426284	546347754	Deep
201607_080.0_055.0_8	NR0158	201607	NA	61	080.0 055.0	80	55	Prodo	TRUE		22	21	8		TRUE	TRUE	1.04	3.32	330		1320	1345	7/23/2016	19:57	7/23/16 19:57	34.31823	-120.80917	-18.79899979	2	0	8	13.13000011	33.54539871	25.24132919	4.881999969	1.059999943	10.72000027	10.78999996	0.050000001	1.639999986	0.528999984	3	Up	51.70000076	811.5999756	18.04808763	2	1457426284	546347754	Surface
201607_080.0_055.0_16	NR0159	201607	NA	61	080.0 055.0	80	55	Prodo	TRUE		20	20	16		TRUE	TRUE	0.5	3.5	330		1320	1345	7/23/2016	19:57	7/23/16 19:57	34.31823	-120.80917	-18.79899979	2	0	16	13.12300014	33.54399872	25.24208069	4.90199995	1.049999952	10.72000027	10.82999992	0.050000001	1.66900003	0.640999973	3	Up	51.70000076	811.5999756	18.04808763	2	1457426284	546347754	DCM
201607_080.0_055.0_170	NR0160	201607	NA	61	080.0 055.0	80	55	Prodo	TRUE		8	8	170		FALSE	TRUE		6	330		1320	1345	7/23/2016	19:57	7/23/16 19:57	34.31823	-120.80917	-18.79899979	1	0	170	9.258000374	34.06060028	26.34754944	1.773000002	2.369999886	33.75	27.82999992	0	0.008	0.101999998	3	Up	51.70000076	811.5999756	18.04808763	2	1457426284	546347754	Deep
201607_080.0_055.0_515	NR0161	201607	NA	61	080.0 055.0	80	55	Prodo	TRUE		1	1	515		FALSE	TRUE		5.75	330		1320	1345	7/23/2016	19:57	7/23/16 19:57	34.31823	-120.80917	-18.79899979	1	0	515	6.315999985	34.28310013	26.95783997	0.386999995	3.079999924	72.93000031	38.34000015	0	NA	NA	3	Up	51.70000076	811.5999756	18.04808763	2	1457426284	546347754	Deep
201607_080.0_080.0_8	NR0162	201607	NA	64	080.0 080.0	80	80	Prodo	TRUE		23	22	8		TRUE	TRUE	2.2	4.02	330		1116	1135	7/24/2016	17:57	7/24/16 17:57	33.48158	-122.5323	-118.2109985	2	0	8	16.92399979	32.89080048	23.91534042	5.625999928	0.270000011	1.580000043	0.119999997	0	0.112000003	0.027000001	3	CC	29.60000038	115.6999969	35.39768561	80.60377394	1457426284	546347754	Surface
201607_080.0_080.0_88	NR0163	201607	NA	64	080.0 080.0	80	80	Prodo	TRUE		13	12	88		TRUE	TRUE	1.04	4.42	330		1116	1135	7/24/2016	17:57	7/24/16 17:57	33.48158	-122.5323	-118.2109985	2	0	88	13.15799999	32.9620018	24.78853035	5.701000214	0.479999989	2.75999999	2.119999886	0.02	0.375999987	0.298000008	3	CC	29.60000038	115.6999969	35.39768561	80.60377394	1457426284	546347754	DCM
201607_080.0_080.0_170	NR0164	201607	NA	64	080.0 080.0	80	80	Prodo	TRUE		8	8	170		FALSE	TRUE		5.96	330		1116	1138	7/24/2016	17:57	7/24/16 17:57	33.48158	-122.5323	-118.2109985	1	0	170	9.255999565	33.67139816	26.0433197	3.437999964	1.75	23.18000031	22.77000046	0	0.006	0.039000001	3	CC	29.60000038	115.6999969	35.39768561	80.60377394	1457426284	546347754	Deep
201607_080.0_080.0_515	NR0165	201607	NA	64	080.0 080.0	80	80	Prodo	TRUE		1	1	515		FALSE	TRUE		6.15	330		1116	1146	7/24/2016	17:57	7/24/16 17:57	33.48158	-122.5323	-118.2109985	1	0	515	5.475999832	34.19010162	26.98768997	0.477999985	3.119999886	80.66000366	41.16999817	0	NA	NA	3	CC	29.60000038	115.6999969	35.39768561	80.60377394	1457426284	546347754	Deep
201611_090.0_100.0_10	NR0166	201611	NA	20	090.0 100.0	90	100	Prodo	FALSE		23	22	10		TRUE	TRUE	2.2	6.14	330		1030	1050	11/10/2016	17:04	11/10/16 17:04	31.09148	-122.65237	-287.7149963	2	0	10	19.13400078	33.20140076	23.61519051	5.361000061	0.219999999	1.649999976	0.079999998	0	0.120999999	0.021	3	Off	24.29999924	107.6999969	51.31059829	109.2558136	1457426284	546347754	Surface
201611_090.0_100.0_93	NR0167	201611	NA	20	090.0 100.0	90	100	Prodo	FALSE		14	13	93		TRUE	TRUE	2.2	5.34	330		1030	1050	11/10/2016	17:04	11/10/16 17:04	31.09148	-122.65237	-287.7149963	2	-1	94	14.60999966	33.21709824	24.68804932	5.649000168	0.280000001	2.640000105	0.050000001	0	0.230000004	0.202999994	3	Off	24.29999924	107.6999969	51.31059829	109.2558136	1457426284	546347754	DCM
201611_090.0_100.0_170	NR0168	201611	NA	20	090.0 100.0	90	100	Prodo	FALSE		8	8	170		FALSE	TRUE		6	330		1030	1050	11/10/2016	17:04	11/10/16 17:04	31.09148	-122.65237	-287.7149963	1	0	170	9.578000069	33.53710175	25.88632965	3.90199995	1.50999999	18.63999939	19.55999947	0	0.02	0.033	3	Off	24.29999924	107.6999969	51.31059829	109.2558136	1457426284	546347754	Deep
201611_090.0_100.0_515	NR0169	201611	NA	20	090.0 100.0	90	100	Prodo	FALSE		1	1	515		FALSE	TRUE		6.06	330		1030	1050	11/10/2016	17:04	11/10/16 17:04	31.09148	-122.65237	-287.7149963	1	-1	516	5.840000153	34.20000076	26.9517498	0.515999973	3.019999981	74.86000061	40.15999985	0	NA	NA	3	Off	24.29999924	107.6999969	51.31059829	109.2558136	1457426284	546347754	Deep
201611_090.0_060.0_10	NR0170	201611	NA	24	090.0 060.0	90	60	Prodo	FALSE		22	21	10		TRUE	TRUE	2.2	4.34	330		1226	1244	11/11/2016	18:44	11/11/16 18:44	32.41813	-119.9599	-128.9329987	2	0	10	18.32699966	33.47019958	24.02239037	5.451000214	0.280000001	1.330000043	0.07	0.090000004	0.211999997	0.048999999	3	CC	42.40000153	411.6000061	18.89209845	41.83333341	1457426284	546347754	Surface
201611_090.0_060.0_46	NR0171	201611	NA	24	090.0 060.0	90	60	Prodo	FALSE		17	16	46		TRUE	TRUE	1.04	4.1	330		1226	1251	11/11/2016	18:44	11/11/16 18:44	32.41813	-119.9599	-128.9329987	2	0	46	15.26799965	33.28089905	24.59229088	5.460000038	0.430000007	2.079999924	1.649999976	0.180000007	1.049000025	0.536000013	3	CC	42.40000153	411.6000061	18.89209845	41.83333341	1457426284	546347754	DCM
201611_090.0_060.0_170	NR0172	201611	NA	24	090.0 060.0	90	60	Prodo	FALSE		8	8	170		FALSE	TRUE		5.9	330		1226	1251	11/11/2016	18:44	11/11/16 18:44	32.41813	-119.9599	-128.9329987	1	0	170	8.748999596	33.95199966	26.34288979	2.532000065	2.029999971	31.25	27.20000076	0	0.002	0.018999999	3	CC	42.40000153	411.6000061	18.89209845	41.83333341	1457426284	546347754	Deep
201611_090.0_060.0_515	NR0173	201611	NA	24	090.0 060.0	90	60	Prodo	FALSE		1	1	515		FALSE	TRUE		4.28	330		1226	1246	11/11/2016	18:44	11/11/16 18:44	32.41813	-119.9599	-128.9329987	1	-1	516	5.974999905	34.26670074	26.98786926	0.340999991	3.109999895	76.33000183	40.29000092	0	NA	NA	3	CC	42.40000153	411.6000061	18.89209845	41.83333341	1457426284	546347754	Deep
201611_090.0_030.0_13	NR0174	201611	NA	29	090.0 030.0	90	30	Prodo	FALSE		22	21, 23	13		TRUE	TRUE	1.04	4.36	330		1203	1230	11/12/2016	18:02	11/12/16 18:02	33.41742	-117.90597	-9.36400032	2	0	13	19.36100006	33.47499847	23.76654053	6.039000034	0.209999993	1.620000005	0	0	0.665000021	0.059999999	3	SCB	44.29999924	467.2000122	13.46944858	43.70397108	1457426284	546347754	Surface
201611_090.0_030.0_33	NR0175	201611	NA	29	090.0 030.0	90	30	Prodo	FALSE		18	17	33		TRUE	TRUE	0.5	4	330		1203	1233	11/12/2016	18:02	11/12/16 18:02	33.41742	-117.90597	-9.36400032	2	0	33	16.58499908	33.30189896	24.31137085	5.736000061	0.310000002	1.899999976	0	0	0.647000015	0.317999989	3	SCB	44.29999924	467.2000122	13.46944858	43.70397108	1457426284	546347754	DCM
201611_090.0_030.0_170	NR0176	201611	NA	29	090.0 030.0	90	30	Prodo	FALSE		8	8	170		FALSE	TRUE		6	330		1203	1233	11/12/2016	18:02	11/12/16 18:02	33.41742	-117.90597	-9.36400032	1	0	170	9.194999695	33.91260147	26.24181938	2.737999916	1.909999967	28.25	25.07999992	0	0.004	0.024	3	SCB	44.29999924	467.2000122	13.46944858	43.70397108	1457426284	546347754	Deep
201611_090.0_030.0_515	NR0177	201611	NA	29	090.0 030.0	90	30	Prodo	FALSE		1	1	515		FALSE	TRUE		6	330		1203	1233	11/12/2016	18:02	11/12/16 18:02	33.41742	-117.90597	-9.36400032	1	-2	517	6.421000004	34.28340149	26.94462967	0.382999986	3.039999962	71.65000153	38.43999863	0	NA	NA	3	SCB	44.29999924	467.2000122	13.46944858	43.70397108	1457426284	546347754	Deep
201611_080.0_060.0_11	NR0178	201611	NA	63	080.0 060.0	80	60	Prodo	FALSE		22	20	11	chla max = 0-32 	TRUE	TRUE	0.5	2.645	330		1020	1041	11/18/2016	16:17	11/18/16 16:17	34.1615	-121.16792	-38.90299988	2	-1	12	14.91499996	33.39749908	24.75662994	5.563000202	0.49000001	3.059999943	2.589999914	0.25	3.315999985	0.583000004	3	Up	120.6999969	1118.5	22.30307676	3	1457426284	546347754	Surface
201611_080.0_060.0_170	NR0179	201611	NA	63	080.0 060.0	80	60	Prodo	FALSE		8	8	170		FALSE	TRUE		4.42	330		1020	1047	11/18/2016	16:17	11/18/16 16:17	34.1615	-121.16792	-38.90299988	1	0	170	9.067000389	33.95100021	26.29224968	2.279000044	2.119999886	31.11000061	27.85000038	0	0.011	0.055	3	Up	120.6999969	1118.5	22.30307676	3	1457426284	546347754	Deep
201611_080.0_060.0_515	NR0180	201611	NA	63	080.0 060.0	80	60	Prodo	FALSE		1	1	515		FALSE	TRUE		4.56	330		1020	1048	11/18/2016	16:17	11/18/16 16:17	34.1615	-121.16792	-38.90299988	1	-1	516	6.142000198	34.2928009	26.9876194	0.324999988	3.150000095	75.79000092	40.27999878	0	NA	NA	3	Up	120.6999969	1118.5	22.30307676	3	1457426284	546347754	Deep
201611_080.0_100.0_10	NR0181	201611	NA	67	080.0 100.0	80	100	Prodo	TRUE		23	22	10		TRUE	TRUE	2.2	4.52	330		957	1020	11/19/2016	16:27	11/19/16 16:27	32.81682	-123.90698	-197.9559937	2	0	10	17.70100021	33.00899887	23.82196045	5.513000011	0.219999999	1.230000019	0	0	0.155000001	0.037999999	3	Off	31.29999924	290	27.29188275	83.39896371	1457426284	546347754	Surface
201611_080.0_100.0_70	NR0182	201611	NA	67	080.0 100.0	80	100	Prodo	TRUE		16	15	70		TRUE	TRUE	1.04	4.66	330		957	1020	11/19/2016	16:27	11/19/16 16:27	32.81682	-123.90698	-197.9559937	2	-1	71	13.89900017	33.09769821	24.74300003	5.90500021	0.270000011	1.679999948	0.129999995	0	0.356000006	0.307999998	3	Off	31.29999924	290	27.29188275	83.39896371	1457426284	546347754	DCM
201611_080.0_100.0_170	NR0183	201611	NA	67	080.0 100.0	80	100	Prodo	TRUE		8	8	170		FALSE	TRUE		4.87	330		1004	1023	11/19/2016	16:27	11/19/16 16:27	32.81682	-123.90698	-197.9559937	1	0	170	9.284000397	33.604599	25.9865799	3.744999886	1.600000024	20.94000053	21.31999969	0	0.008	0.033	3	Off	31.29999924	290	27.29188275	83.39896371	1457426284	546347754	Deep
201611_080.0_100.0_515	NR0184	201611	NA	67	080.0 100.0	80	100	Prodo	TRUE		1	1	515		FALSE	TRUE		4.25	330		1004	1023	11/19/2016	16:27	11/19/16 16:27	32.81682	-123.90698	-197.9559937	1	-2	517	5.972000122	34.25730133	26.98082924	0.344000012	3.089999914	76.43000031	40.24000168	0	NA	NA	3	Off	31.29999924	290	27.29188275	83.39896371	1457426284	546347754	Deep
201404_083.3_051.0_16	NR0185	201404	599	50	083.3 051.0	NA	NA	Prodo	FALSE		11	10	16		TRUE	TRUE	1.04	2.65	330		1040	1053	4/12/2014	17:21	4/12/14 17:21	33.87432	-120.14168	-47.7820015	2	0	16	12.86800003	33.53319931	25.28418922	5.986000061	0.600000024	3.950000048	3.200000048	0.680000007	3.757999897	1.455000043	3	Up	176.5	1888.400024	15.22385026	2	3643565710	1365869385	DCM
201404_083.3_051.0_9	NR0186	201404	599	50	083.3 051.0	NA	NA	Prodo	FALSE		14	12	9		TRUE	TRUE	1.04	2.96	330		1040	1053	4/12/2014	17:21	4/12/14 17:21	33.87432	-120.14168	-47.7820015	2	0	9	12.98900032	33.5298996	25.25738907	6.112999916	0.540000021	3.50999999	2.700000048	0.460000008	3.694000006	1.756999969	3	Up	176.5	1888.400024	15.22385026	2	3643565710	1365869385	Surface
201404_086.7_040.0_11	NR0187	201404	407	35	086.7 040.0	NA	NA	Prodo	FALSE		22	21	11		TRUE	TRUE	1.04	4.15	330		1244	1225	4/8/2014	19:01	4/8/14 19:01	33.66172	-118.96023	-30.52000046	2	0	11	15.30799961	33.4693985	24.72635078	6.218999863	0.280000001	0.200000003	0	0.039999999	0.542999983	0.252999991	3	SCB	63.09999847	635.7000122	12.20822469	29.2	3643565710	1365869385	Surface
201404_086.7_040.0_34	NR0188	201404	407	35	086.7 040.0	NA	NA	Prodo	FALSE		18	17	34		TRUE	TRUE	0.5	4.19	330		1244	1225	4/8/2014	19:01	4/8/14 19:01	33.66172	-118.96023	-30.52000046	2	0	34	13.88099957	33.44720078	25.01457024	5.565999985	0.569999993	3.74000001	2.5	0.439999998	2.440999985	1.44599998	3	SCB	63.09999847	635.7000122	12.20822469	29.2	3643565710	1365869385	DCM
201407_076.7_049.0_15	NR0189	201407	1050	67	076.7 049.0	NA	NA	Prodo	FALSE		7	7	15		TRUE	TRUE	0.5	1.71	330		1016	1024	7/20/2014	16:54	7/20/14 16:54	35.08607	-120.77513	-7.048999786	2	0	15	15.12100029	33.51179886	24.80019951	6.558000088	0.330000013	3.140000105	0.100000001	0.059999999	10.7489996	2.852999926	3	Up	238.8000031	1610	11.10664315	17.5526316	3643565710	1365869385	DCM
201407_076.7_049.0_7	NR0190	201407	1050	67	076.7 049.0	NA	NA	Prodo	FALSE		8	8	7		TRUE	TRUE	0.5	1.8	330		1016	1024	7/20/2014	16:54	7/20/14 16:54	35.08607	-120.77513	-7.048999786	2	-1	8	15.68799973	33.51060104	24.6736908	6.80700016	0.310000002	3.640000105	0.100000001	0.050000001	5.032000065	2.335000038	3	Up	238.8000031	1610	11.10664315	17.5526316	3643565710	1365869385	Surface
201407_076.7_090.0_10	NR0191	201407	823	54	076.7 090.0	NA	NA	Prodo	FALSE		23	22	10		TRUE	TRUE	2.2	4.6	330		1358	1417	7/17/2014	20:20	7/17/14 20:20	33.72278	-123.63278	-170.4620056	2	0	10	17.74900055	33.16019821	23.92617035	5.539000034	0.340000004	2.799999952	0	0.039999999	0.093999997	0.017000001	3	CC	28.5	294.3999939	14.68532618	73.88461549	3643565710	1365869385	Surface
201407_076.7_090.0_86	NR0192	201407	823	54	076.7 090.0	NA	NA	Prodo	FALSE		15	14	86		TRUE	TRUE	1.04	4.35	330		1358	1415	7/17/2014	20:20	7/17/14 20:20	33.72278	-123.63278	-170.4620056	2	0	86	12.14500046	33.14810181	25.12845039	5.527999878	0.720000029	5.449999809	5.199999809	0.059999999	0.360000014	0.236000001	3	CC	28.5	294.3999939	14.68532618	73.88461549	3643565710	1365869385	DCM
201407_083.3_042.0_11	NR0193	201407	1146	74	083.3 042.0	NA	NA	Prodo	FALSE		14	13	11		TRUE	TRUE	0.5	1.065	330		1039	1043	7/21/2014	16:58	7/21/14 16:58	34.17522	-119.50882	-11.50300026	2	1	10	20.08499908	33.59410095	23.6696701	5.616000175	0.209999993	0.270000011	0	0.01	0.300999999	0.098999999	3	SCB	67.90000153	820.5	11.62177679	35	3643565710	1365869385	Surface
201407_083.3_042.0_35	NR0194	201407	1146	74	083.3 042.0	NA	NA	Prodo	FALSE		9	9	35		TRUE	TRUE	0.5	1.06	330		1039	1043	7/21/2014	16:58	7/21/14 16:58	34.17522	-119.50882	-11.50300026	2	1	34	14.47999954	33.4355011	24.88035011	6.135000229	0.319999993	1.830000043	0.5	0.050000001	4.636000156	0.773999989	3	SCB	67.90000153	820.5	11.62177679	35	3643565710	1365869385	DCM
201411_076.7_060.0_36	NR0195	201411	709	65	076.7 060.0	NA	NA	Prodo	FALSE		17	16	36		TRUE	TRUE	1.04	6.04	330		1045	1107	11/21/2014	17:19	11/21/14 17:19	34.72608	-121.56052	-51.31999969	2	0	36	12.10000038	32.9117012	24.95104027	5.717999935	0.790000021	5.489999771	5.380000114	0.109999999	0.400999993	0.354000002	3	Up	25.79999924	250.6000061	15.00384503	27.04460962	3643565710	1365869385	DCM
201411_076.7_060.0_9	NR0196	201411	709	65	076.7 060.0	NA	NA	Prodo	FALSE		21	20	9		TRUE	TRUE	1.04	7.2	330		1045	1112	11/21/2014	17:19	11/21/14 17:19	34.72608	-121.56052	-51.31999969	2	0	9	16.35499954	33.23799896	24.31341934	5.72300005	0.319999993	1.379999995	0	0.079999998	0.398000002	0.116999999	3	Up	25.79999924	250.6000061	15.00384503	27.04460962	3643565710	1365869385	Surface
201411_083.3_060.0_10	NR0197	201411	557	52	083.3 060.0	NA	NA	Prodo	FALSE		23	22	10		TRUE	TRUE	1.04	5.3	330		1045	1104	11/18/2014	17:19	11/18/14 17:19	33.57862	-120.75713	-83.25099945	2	1	9	17.80800056	33.57339859	24.22821999	5.480999947	0.270000011	1.070000052	0.07	0.419999987	0.363000005	0.134000003	3	Up	22.29999924	237.1999969	27.34875153	29.52032521	3643565710	1365869385	Surface
201411_083.3_060.0_38	NR0198	201411	557	52	083.3 060.0	NA	NA	Prodo	FALSE		18	17	38		TRUE	TRUE	1.04	6.655	330		1045	1109	11/18/2014	17:19	11/18/14 17:19	33.57862	-120.75713	-83.25099945	2	1	37	14.70600033	33.29750061	24.72602081	5.364999771	0.629999995	3.190000057	3.75999999	0.159999996	0.39199999	0.289999992	3	Up	22.29999924	237.1999969	27.34875153	29.52032521	3643565710	1365869385	DCM
201501_093.3_030.0_14	NR0199	201501	63	5	093.3 030.0	NA	NA	Prodo	FALSE		23	21	14		TRUE	TRUE	1.04	8.5	330		1115	1143	1/16/2015	17:30	1/16/15 17:30	32.8451	-117.53172	-15.33500004	2	0	14	16.80800056	33.3913002	24.32682037	5.587999821	0.319999993	1.940000057	0	0.109999999	0.206	0.017000001	3	SCB	28.89999962	187.8000031	31.23632884	51.35714302	3643565710	1365869385	DCM
201501_093.3_030.0_55	NR0200	201501	63	5	093.3 030.0	NA	NA	Prodo	FALSE		18	16	55		TRUE	TRUE	1.04	7.313	330		1115	1140	1/16/2015	17:30	1/16/15 17:30	32.8451	-117.53172	-15.33500004	2	0	55	14.65799999	33.2784996	24.72274017	5.493999958	0.529999971	3.930000067	1.679999948	0.090000004	0.595000029	0.416999996	3	SCB	28.89999962	187.8000031	31.23632884	51.35714302	3643565710	1365869385	DCM
201504_081.8_046.9_14	NR0201	201504	636	54	081.8 046.9	NA	NA	Prodo	TRUE		21	21	14		FALSE	TRUE		2.86	330	chloro is at 10m - similar to 14m, not enough water for DNA	1140	1151	4/15/2015	17:45	4/15/15 17:45	34.27822	-120.02078	-14.19299984	1	0	14	11.14400005	33.55020142	25.6219101	4.532999992	1.129999995	12.40999985	12.27000046	0.200000003	1.888000011	0.414000005	3	Up	76.30000305	582.2999878	10.28261854	8.104620739	3643565710	1365869385	DCM
